Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,0.5,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.7871371799072455,-0.02807223056141554,1.3532680590120052,0.08640024261631953,6.51907722756641,1.0597353226414585,1.0829259846716703,1.3256763692754758,0.375,6.0,4.0,6.0,3.275020122528076,0.9319395762340775,0.05,,
E-STLSQ,0.5,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.06909329743053089,-0.4262732614111821,1.0609326758052613,0.049890876156426484,6.377172313906265,1.1514532974769816,1.0387197727013284,1.2465507237928932,0.24,6.0,13.0,6.0,18.53831911087036,0.46053782558224143,0.05,,
SR3,0.5,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.880675379730842,-7947.1078062288,1405.765814976221,-1119927.5399877953,2711.7436034781576,577.0771183107144,318.6313228718368,295.16578357386544,0.0625,6.0,84.0,6.0,16.062462091445923,82.86427728546842,,3.3333333333333335,
SSR,0.5,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8095153656874655,0.6206934038039903,0.28610668243461834,-1.7736713958551469,9.913432687060865,1.2478972420662027,1.4444703540645059,2.289132440051344,0.35294117647058826,6,5,6,0.613290548324585,,"(0.01, 0.01, 0.01, 1e-05, 0.01, 0.05)",,
MIOSR,0.5,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8761916594061624,0.7146965511099664,0.0776513651997914,0.8314883402500666,0.8124278313763819,0.08861333493083598,0.14909494276434512,0.2222222222222222,0.6666666666666666,10,3,2,379.920113325119,,"(0, 0, 0, 0.05, 0, 0)",,"(2, 2, 2, 3, 2, 2)"
STLSQ,0.6851754923600619,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.5648492371718682,0.05210425677658229,1.2507817078786811,0.3283738234386932,4.34104485936478,0.6997601164030762,0.7879111379522012,1.0,0.4166666666666667,5.0,0.0,7.0,3.55216908454895,1.4225293134853698,0.2,,
E-STLSQ,0.6851754923600619,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.5648459605321338,0.051988298838786105,1.2489004357452593,0.32858173417720116,4.339260166428883,0.6992212211394117,0.7876357965075408,1.0,0.4166666666666667,5.0,0.0,7.0,19.78178858757019,1.4225293134853698,0.2,,
SR3,0.6851754923600619,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8860414689591508,-380.2385948488775,98.20919700614286,-241729.672902176,3054.9067525240507,313.2269715121533,352.56471734534506,541.5351655077635,0.02531645569620253,2.0,67.0,10.0,18.94333791732788,39.06939937054613,,1.0,
SSR,0.6851754923600619,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8918980266639083,0.7713001474336104,0.0947801319777631,0.22488138339310915,4.244848176704194,0.6263482893283691,0.7151839519371437,0.7777777777777778,0.47058823529411764,8,5,4,0.6299328804016113,,"(0.001, 0.05, 0.001, 0.2, 0.01, 0.01)",,
MIOSR,0.6851754923600619,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8972224881719818,0.7986181034446921,0.06562358758430863,0.9998707577399573,0.04928154160643147,0.007635597119272986,0.007412040956761414,0.006625370011909116,1.0,12,0,0,397.29607796669006,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,0.9389309106617063,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.810650755444214,0.7187661057345568,0.13591515024682635,-9.658561989716315,15.08736949711665,1.6589010815319722,2.1295249754331413,3.44244504158129,0.3333333333333333,8.0,12.0,4.0,3.893800735473633,0.7029732115325472,0.05,,
E-STLSQ,0.9389309106617063,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8076302727517772,0.7125988287636355,0.1902516785031653,0.07418839136337019,4.893027254628579,0.8038825323213685,0.7882426896825462,0.7777777777777778,0.35294117647058826,6.0,5.0,6.0,22.760250329971313,1.235482888256747,0.05,,
SR3,0.9389309106617063,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",-0.010179207590484204,-10.293434417485768,14.4232874047759,-4313.770338380436,363.81928979727843,42.83280961508966,52.01116087996848,74.08426950911345,0.0,0.0,13.0,12.0,24.87014627456665,47.1486636345739,,0.3333333333333333,
SSR,0.9389309106617063,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.9170498394185663,0.8955762037052123,0.058913437997896785,0.6144204951595074,1.2527193603388649,0.16375143252883978,0.22002953438083142,0.3333333333333333,0.6666666666666666,10,3,2,0.6511662006378174,,"(0.001, 0.01, 0.05, 0.2, 1e-05, 0.01)",,
MIOSR,0.9389309106617063,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.9182622123563235,0.899348272823536,0.05751344317233922,0.9999264396287751,0.0300288548779149,0.004919643743306612,0.005266430565814963,0.006397038678228532,1.0,12,0,0,389.0002226829529,,"(0, 0, 0, 0, 0, 0)",,"(2, 2, 2, 2, 2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.8907864194113726,0.905778741305021,0.06921905337427581,0.8405808382069683,1.2346422943042832,0.2011326789831548,0.19671552701054898,0.2222222222222222,0.5,11.0,10.0,1.0,4.264552354812622,0.3999823395608933,0.05,,
E-STLSQ,1.2866648980094317,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.821396467054445,0.8128709053913369,0.0957768575099263,0.7868556996806715,1.9110533696229617,0.2583317519782356,0.27548126296761033,0.32019098195346235,0.5,10.0,8.0,2.0,26.019160985946655,0.46053782558224143,0.05,,
SR3,1.2866648980094317,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.9277601242389228,0.7684145347941592,0.39969092176715054,-2324.9869967375294,138.23575385694957,42.27786686120779,18.69417427981366,18.71081755266748,0.06896551724137931,10.0,133.0,2.0,26.406363248825073,2.811768697974228,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,48,"(-1.4475291872065421, 1.1747198015407752, -0.645416497578245, -0.6030708676231263, 0.8761027819662881, -0.5265882075653135)",0.9262907388713298,0.9446591235732794,0.05802054006055182,0.6234635142119618,0.974806210748358,0.11603681046957517,0.1733545992562894,0.2222222222222222,0.7857142857142857,11,2,1,0.6828606128692627,,"(0.05, 0.01, 0.01, 0.01, 1e-05, 0.05)",,
