Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0014460086822509766
STLSQ,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.016994714736938477
SSR,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.06464219093322754
SR3,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.08449196815490723
MIOSOS,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.673492908477783
MIOSOS-Opt,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.6478703022003174
MIOSOS-Build,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.015034675598144531
Warm-MIOSOS,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.9487099647521973
Warm-MIOSOS-Opt,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.92828631401062
Warm-MIOSOS-Build,0.5,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.016833782196044922
Preprocessing,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0012290477752685547
STLSQ,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.014844894409179688
SSR,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.08088302612304688
SR3,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.10988521575927734
MIOSOS,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.8121299743652344
MIOSOS-Opt,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.786999464035034
MIOSOS-Build,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.012059211730957031
Warm-MIOSOS,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.7653188705444336
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",2.7460803985595703
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.016482830047607422
Preprocessing,1.3703509847201238,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.001355886459350586
STLSQ,1.3703509847201238,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.01295614242553711
SSR,1.3703509847201238,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.10411310195922852
SR3,1.3703509847201238,0.002,0.002,3,56,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.10626101493835449
