Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0012221336364746094
STLSQ,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0045680999755859375
SSR,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.011179685592651367
SR3,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.04776811599731445
MIOSOS,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.10914897918701172
MIOSOS-Opt,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.09540796279907227
MIOSOS-Build,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.011544942855834961
Warm-MIOSOS,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.07423281669616699
Warm-MIOSOS-Opt,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.06478095054626465
Warm-MIOSOS-Build,0.5,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.007923126220703125
Preprocessing,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0009751319885253906
STLSQ,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.005291938781738281
SSR,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.013106107711791992
SR3,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.051351070404052734
MIOSOS,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.06489801406860352
MIOSOS-Opt,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.054949045181274414
MIOSOS-Build,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.007359504699707031
Warm-MIOSOS,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.06940627098083496
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.06005287170410156
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.00768589973449707
Preprocessing,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0009799003601074219
STLSQ,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.005084991455078125
SSR,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.01850605010986328
SR3,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.05796408653259277
MIOSOS,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.04584693908691406
MIOSOS-Opt,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.03350114822387695
MIOSOS-Build,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.008578777313232422
Warm-MIOSOS,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.045907020568847656
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.036390066146850586
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0076999664306640625
Preprocessing,2.268625044390925,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.0011668205261230469
STLSQ,2.268625044390925,0.002,0.002,3,20,"(-11.071743630205948, -19.015931894391656, 23.701482861098786)",0.006637096405029297
