Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0012180805206298828
STLSQ,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.004301786422729492
SSR,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.011097192764282227
SR3,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.047972917556762695
MIOSOS,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.10211515426635742
MIOSOS-Opt,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.08913326263427734
MIOSOS-Build,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.01083064079284668
Warm-MIOSOS,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.08371472358703613
Warm-MIOSOS-Opt,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.07461094856262207
Warm-MIOSOS-Build,0.5,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0076389312744140625
Preprocessing,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0008819103240966797
STLSQ,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.005324840545654297
SSR,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.013134002685546875
SR3,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.05211186408996582
MIOSOS,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.07158899307250977
MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.06184101104736328
MIOSOS-Build,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.007194995880126953
Warm-MIOSOS,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.06550312042236328
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.056169986724853516
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.007650136947631836
Preprocessing,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0009889602661132812
STLSQ,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0054340362548828125
SSR,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.01842021942138672
SR3,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.05833601951599121
MIOSOS,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.041975975036621094
MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.031175613403320312
MIOSOS-Build,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.0072100162506103516
Warm-MIOSOS,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.051741838455200195
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,2,20,"(10.722802360005849, 18.834419044903616, 31.087271646646922)",0.03932690620422363
