Method,Duration,Sample Rate,Noise,Seed,Dim,x0,runtime
Preprocessing,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.001255035400390625
STLSQ,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.005042076110839844
SSR,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.011106014251708984
SR3,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.047811031341552734
MIOSOS,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.08909106254577637
MIOSOS-Opt,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.07529234886169434
MIOSOS-Build,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.011590719223022461
Warm-MIOSOS,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.06170535087585449
Warm-MIOSOS-Opt,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.05238914489746094
Warm-MIOSOS-Build,0.5,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.007826805114746094
Preprocessing,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0009291172027587891
STLSQ,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.006769895553588867
SSR,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.012935876846313477
SR3,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.05197501182556152
MIOSOS,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.061357975006103516
MIOSOS-Opt,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.05151486396789551
MIOSOS-Build,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0071637630462646484
Warm-MIOSOS,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0703728199005127
Warm-MIOSOS-Opt,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.05934500694274902
Warm-MIOSOS-Build,0.8277532798848107,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0077478885650634766
Preprocessing,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0009961128234863281
STLSQ,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0062181949615478516
SSR,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.019690990447998047
SR3,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.05960202217102051
MIOSOS,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.04378008842468262
MIOSOS-Opt,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03261375427246094
MIOSOS-Build,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0074651241302490234
Warm-MIOSOS,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.042330026626586914
Warm-MIOSOS-Opt,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03280019760131836
Warm-MIOSOS-Build,1.3703509847201238,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.007616996765136719
Preprocessing,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0011949539184570312
STLSQ,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0066220760345458984
SSR,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.02520298957824707
SR3,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.036459922790527344
MIOSOS,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03540301322937012
MIOSOS-Opt,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.022629261016845703
MIOSOS-Build,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.007287502288818359
Warm-MIOSOS,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.036787986755371094
Warm-MIOSOS-Opt,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.026230335235595703
Warm-MIOSOS-Build,2.268625044390925,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.008101940155029297
Preprocessing,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.001463174819946289
STLSQ,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.009526968002319336
SSR,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03580498695373535
SR3,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.015180826187133789
MIOSOS,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.028664112091064453
MIOSOS-Opt,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.013660907745361328
MIOSOS-Build,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.007208824157714844
Warm-MIOSOS,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.027260780334472656
Warm-MIOSOS-Opt,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.016742706298828125
Warm-MIOSOS-Build,3.7557236426468257,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.00764918327331543
Preprocessing,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0019690990447998047
STLSQ,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.013630867004394531
SSR,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0538630485534668
SR3,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.021644115447998047
MIOSOS,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03355979919433594
MIOSOS-Opt,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.01532888412475586
MIOSOS-Build,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.007525920867919922
Warm-MIOSOS,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.03230118751525879
Warm-MIOSOS-Opt,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.019135713577270508
Warm-MIOSOS-Build,6.217625127083679,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.008080005645751953
Preprocessing,10.293319184075452,0.002,0.002,5,20,"(5.677218112032052, 4.442943359246411, 14.321959147783607)",0.0028231143951416016
