Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6870097840440641,-0.4829276404623801,0.028640067540614038,-1.7975181606115953,0.4379347563844155,1.3541233851272816,1.230348354912702,2.0274609477502574,0.2727272727272727,3.0,3.0,5.0,1.5595481395721436,0.244205309454865,0.01,,
E-STLSQ,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",-1.8848033531993567,-0.572330932851048,0.030303152482742287,-0.4218930243983099,0.30239517003001726,1.61479607047972,1.7316230397261267,3.457949946564204,0.0,0.0,3.0,8.0,7.315357685089111,0.244205309454865,0.01,,
SR3,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6918655898984926,-815.7439157942691,15.631226309260235,-18695876.515360225,1088.7607053343395,3827.899470237601,2889.113432574115,4336.965849199452,0.4,8.0,12.0,0.0,1.1113941669464111,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6881622075624501,0.07716380265465911,0.017696707764241548,-1.7544347598416095,0.4242614531377106,1.0536722289408553,0.9136499603463745,1.0,0.2727272727272727,3,3,5,0.1392536163330078,,"(0.05, 0.01)",,
MIOSR,1.0,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6880380991463868,0.114139649264281,0.016984319189591573,-0.850791436653501,0.3428434955971138,1.4195533648394676,1.3091279370774611,1.9381642969804587,0.2,2,2,6,56.93686056137085,,"(0.2, 0)",,"(2, 2)"
STLSQ,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.6698564199205422,0.04279624262637649,0.017101040370781705,-2.0237329870381506,0.43987401422287176,2.441145516681054,2.363822338693545,4.423409265804819,0.08333333333333333,1.0,4.0,7.0,1.6128158569335938,0.5689866029018293,0.001,,
E-STLSQ,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",-0.07765994521169989,-1.8781001420761905,0.051525271003243694,-1.2567476284639565,0.36156155980325705,2.2009272536628246,2.326515597190582,4.408333479471343,0.2,2.0,2.0,6.0,7.884685754776001,0.5689866029018293,0.001,,
SR3,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7493905587855347,-145.28677766986374,2.613779121861712,-25941.11519568002,37.71471956071135,183.5403576375105,138.2045900798594,173.3095158496184,0.4,8.0,12.0,0.0,1.1570301055908203,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7468084568380173,0.09453831910527499,0.01617501587031864,-1.16514931749438,0.37552428002231353,1.5450822508272064,1.332605428523069,1.9573156146615116,0.07692307692307693,1,5,7,0.14362096786499023,,"(0.2, 0.01)",,
MIOSR,1.2866648980094317,0.002,0.002,17,"(-0.2812050100079327, 0.9755738748840845)",0.7474255917483237,0.12315514080585871,0.015660200104217713,-0.4640880796686906,0.2797513109081839,2.1952486871835197,2.343809416857592,3.9438870849154783,0.25,3,4,5,64.42115211486816,,"(0.05, 0.001)",,"(3, 4)"
