Method,Duration,Sample Rate,Noise,Seed,x0,insample_r2,validation_r2,validation_mse,test_r2,test_rmse,coef_l1,coef_l2,coef_linf,support_accuracy,support_tp,support_fp,support_fn,runtime,threshold,alpha,nu,group_sparsity
STLSQ,1.0,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.5651336438314356,0.08537147801215678,0.012123879640791434,-2.5375468321931676,0.45193744382734924,1.952988949620373,2.5551278162341062,5.31177922993621,0.4166666666666667,5.0,4.0,3.0,1.1282331943511963,0.21209508879201905,0.01,,
E-STLSQ,1.0,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",-10.421637521921326,-7.702685922011411,0.12411754707539396,0.1935629539633108,0.24432078018549658,0.9284061122277502,0.941439479190367,1.0,0.125,1.0,0.0,7.0,5.292623281478882,0.3727593720314938,0.01,,
SR3,1.0,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.5724750906703242,-1298.8943240982953,19.489126748802306,-15035216.390296366,947.8004681981253,2953.5687551203873,2652.1041095280457,4516.275322523646,0.4,8.0,12.0,0.0,0.8029334545135498,0.00031622776601683794,,0.03333333333333333,
SSR,1.0,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.5643860574212212,0.14996883780124426,0.01122689798770456,-1.34151991524017,0.3674913905192143,0.6689373584904832,0.7336542414403584,1.0,0.5555555555555556,5,1,3,0.09910249710083008,,"(0.001, 0.2)",,
MIOSR,1.0,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.5645437206135844,0.14084009979602657,0.011373082978870866,-2.3537554940239422,0.4489406062357822,1.08189135618464,0.9642491438892845,1.0,0.18181818181818182,2,3,6,79.95351529121399,,"(0.01, 0)",,"(3, 2)"
STLSQ,1.2866648980094317,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.6850770474919332,0.06671857442268192,0.012689944487430526,-1.567792639382015,0.39519170643080237,1.0653549373208904,0.9403588851061265,1.0,0.25,3.0,4.0,5.0,1.1267368793487549,0.13894954943731375,0.2,,
E-STLSQ,1.2866648980094317,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.5747831049312365,0.20091841719301273,0.010764328466066956,0.2927425142886573,0.22369003211088404,0.8648599845351145,0.8483028050420669,1.0,0.36363636363636365,4.0,3.0,4.0,5.443814039230347,0.13894954943731375,0.2,,
SR3,1.2866648980094317,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.6886088390808343,-431.60554007096647,5.857635913348169,-305950.40209476335,137.2722324020717,454.83197308074966,407.70840650785306,563.0301116652535,0.4,8.0,12.0,0.0,0.8209178447723389,0.00031622776601683794,,0.03333333333333333,
SSR,1.2866648980094317,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.685512268635909,0.20706705233696476,0.010688631911534303,0.28120700088409045,0.2042351401168585,0.519824200768534,0.5739989004063718,1.0,0.6666666666666666,6,1,2,0.10062479972839355,,"(0.01, 0.01)",,
MIOSR,1.2866648980094317,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.6857743821833928,0.22111255552425374,0.010493449992853735,-1.392709972228251,0.3477871987660957,2.381090963330215,2.5160507249984057,3.904238009044018,0.16666666666666666,2,4,6,77.00896143913269,,"(0.2, 0)",,"(3, 3)"
STLSQ,1.6555065597696215,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7871103627253673,0.21301434291820576,0.009192054137659318,0.5502826563302196,0.18484752439252472,0.9648425079971554,0.8484379611565699,1.0,0.3076923076923077,4.0,5.0,4.0,1.1621856689453125,0.09102981779915217,0.2,,
E-STLSQ,1.6555065597696215,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7809908076280321,0.20954235049037623,0.0091823164545663,0.6066952936050684,0.1756863372458318,0.857490515914602,0.7990122728667697,1.0,0.3333333333333333,4.0,4.0,4.0,5.7932257652282715,0.13894954943731375,0.2,,
SR3,1.6555065597696215,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7879243736154301,-29.267609125305178,0.48616633971552675,-4899.180057422034,16.376204253301463,59.12491401371459,50.19543815603979,82.44672807989527,0.4117647058823529,7.0,9.0,1.0,3.2939090728759766,1.7992936232915515,,0.03333333333333333,
SSR,1.6555065597696215,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7868523993884646,0.2567875310423568,0.008722348766249315,0.6707144194762871,0.16666380484504673,0.5143236431275454,0.6123523380708081,1.0,0.4166666666666667,5,4,3,0.10307455062866211,,"(0.2, 0.01)",,
MIOSR,1.6555065597696215,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7868127241780849,0.2581915448457207,0.00872542680093584,0.647774121115957,0.16391768968864323,0.9266054120960581,0.8481718651060979,1.0,0.3333333333333333,4,4,4,77.7058310508728,,"(0.001, 0.001)",,"(5, 3)"
STLSQ,2.1300821788799253,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.8587279157480244,0.2322988610141024,0.00948708338211505,0.372323299610389,0.2144067672254268,0.944502316432193,0.8188967954855089,1.0,0.3076923076923077,4.0,5.0,4.0,1.224839210510254,0.10481131341546852,0.2,,
E-STLSQ,2.1300821788799253,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.6572738315369737,0.11041816594537379,0.011034436884034918,0.8443206746168228,0.11175475896070086,0.6520361803893074,0.7447395379607724,1.0,0.5,4.0,0.0,4.0,6.171455383300781,0.244205309454865,0.2,,
SR3,2.1300821788799253,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.3098947591859943,-5.964563276476604,0.0680137998546186,-1.0408612760376972,0.34965291503189955,2.095976562221174,2.18810899755143,3.7889331589373443,0.0,0.0,2.0,8.0,8.010368585586548,2.1713743029375174,,0.03333333333333333,
SSR,2.1300821788799253,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.8585083139167585,0.36399115984665564,0.007427195157227276,0.9979117477586005,0.01328513356658623,0.07738928689854771,0.0973487633405561,0.204238182612257,0.875,7,0,1,0.10550928115844727,,"(0.0, 0.05)",,
MIOSR,2.1300821788799253,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.8584339164654424,0.3652382169711065,0.007425462897962761,0.7612606523165576,0.13599923040170533,0.8419747443903173,0.8506702060851177,1.0,0.4,4,2,4,77.85324478149414,,"(0.001, 0.01)",,"(3, 3)"
STLSQ,2.7407019694402477,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.66512140554331,0.4306961533141584,0.007508107509039314,0.6852701075105541,0.15172378015376092,0.7305958176437023,0.8233948804540562,1.0,0.25,2.0,0.0,6.0,1.2750520706176758,0.3727593720314938,0.01,,
E-STLSQ,2.7407019694402477,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.678220760326623,0.45202793674493724,0.007142516094635449,0.8392278951779893,0.11611847555155932,0.6830195394479042,0.7778031419891298,1.0,0.5,4.0,0.0,4.0,6.8217597007751465,0.15998587196060574,0.01,,
SR3,2.7407019694402477,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.40381372510721014,-1.9621538450991702,0.039898389518622755,-0.8662367165604016,0.32334441962983596,2.538773406618201,2.450065766445008,3.78887692036002,0.0,0.0,3.0,8.0,8.424556732177734,2.1713743029375174,,0.03333333333333333,
SSR,2.7407019694402477,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9064220139089882,0.48421863710586316,0.00671379205343263,0.7320574829955728,0.1389751107312244,1.392275248936733,1.0763102683440169,1.1043615151604824,0.26666666666666666,4,7,4,0.10859918594360352,,"(0.001, 0.001)",,
MIOSR,2.7407019694402477,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9069687565081929,0.48666762451177586,0.006694297535514454,0.994718299671016,0.02041888043465764,0.142104464496152,0.1806750548682475,0.368431612892947,0.7777777777777778,7,1,1,78.74517750740051,,"(0, 0.001)",,"(4, 4)"
STLSQ,3.5263650199840852,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9240376839003659,0.5822188717905235,0.004853169168131209,0.09507460008446149,0.21306219680544838,1.299333188738406,1.517795410969954,2.4861426098760355,0.4166666666666667,5.0,4.0,3.0,1.3814775943756104,0.28117686979742307,0.0,,
E-STLSQ,3.5263650199840852,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.7306258840923954,0.0579236944144661,0.011515030043949149,-5.2821009263188365,0.6066659783406347,3.9725650653183617,3.4831334426987635,5.260618646469093,0.4,8.0,12.0,0.0,7.406807899475098,0.03393221771895328,0.0,,
SR3,3.5263650199840852,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9240376839003659,0.5822188717905235,0.004853169168131209,0.09507460008446149,0.21306219680544838,1.299333188738406,1.517795410969954,2.4861426098760355,0.4166666666666667,5.0,4.0,3.0,7.602437496185303,0.22758459260747863,,0.1,
SSR,3.5263650199840852,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9242476682552621,0.5979210675132052,0.004704834774983653,0.42071171402895446,0.1785754971559494,1.5165875003318845,1.305346150295082,1.7690392139606579,0.3333333333333333,5,7,3,0.11176228523254395,,"(0.01, 0.0)",,
MIOSR,3.5263650199840852,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9242540446923844,0.5975103080965622,0.004719976085995814,0.9935960776287246,0.022179213320308203,0.14982887476345189,0.20154080793723173,0.4263596497495894,0.7777777777777778,7,1,1,84.66008949279785,,"(1e-05, 0)",,"(4, 4)"
STLSQ,4.53725008878185,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9355331372697113,0.5425951083075928,0.004572730818956146,0.9975859868690327,0.013432070085517913,0.09737616174572705,0.1148423508633809,0.2078346001782021,0.75,6.0,0.0,2.0,1.4923055171966553,0.15998587196060574,0.0,,
E-STLSQ,4.53725008878185,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.8910586603036474,0.5356578384740074,0.004731187656760205,0.8680180241485358,0.0835503074825956,0.38579577319203895,0.5832970153504533,1.0,0.5,4.0,0.0,4.0,8.464495420455933,0.42919342601287785,0.0,,
SR3,4.53725008878185,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9093467674319332,0.5424055967922929,0.0045771200333235545,0.770500805793707,0.10417807311943413,0.46934850578958304,0.606934177388906,1.0,0.4,4.0,2.0,4.0,8.594881534576416,0.27464741148160504,,0.1,
SSR,4.53725008878185,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9362306558461801,0.5469225949507852,0.004522629594353645,0.9997969300733262,0.0031468202422948047,0.025041265198741797,0.032109134319053455,0.054970511088438125,0.8888888888888888,8,1,0,0.11640739440917969,,"(0.01, 0.0)",,
MIOSR,4.53725008878185,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9362165354767802,0.5469469259104435,0.0045224816076100995,0.9999034943838234,0.0022251592522747046,0.017886129000225168,0.024876379521662804,0.05041743957457201,1.0,8,0,0,82.54906630516052,,"(0, 0)",,"(4, 4)"
STLSQ,5.837920422725785,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9534633255761411,0.6245835516374507,0.0040961623071263465,0.9975923043790964,0.01083773297498673,0.09393577452070444,0.10415014206036544,0.1514874758628869,0.7272727272727273,8.0,3.0,0.0,1.6025269031524658,0.03906939937054617,0.001,,
E-STLSQ,5.837920422725785,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9522404745994066,0.6244898435884392,0.004099855652408343,0.9874017291773362,0.02518059008637168,0.238338968348712,0.23719730320041546,0.386180418277146,0.6666666666666666,8.0,4.0,0.0,9.770947694778442,0.0517947467923121,0.001,,
SR3,5.837920422725785,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9528434137262185,0.6197531991998105,0.004146105124014411,0.9974507926507756,0.013923048277786615,0.10244022239010299,0.1176991408658694,0.20899765069344078,0.75,6.0,0.0,2.0,9.612187147140503,0.3314424749466425,,0.03333333333333333,
SSR,5.837920422725785,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.953452239101799,0.6246814327917851,0.004095278455888727,0.9999194830235858,0.0020362606603927308,0.01613490398427452,0.023225119859637242,0.04427003229053106,1.0,8,0,0,0.12288999557495117,,"(0.01, 0.001)",,
MIOSR,5.837920422725785,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9534525618608021,0.6246833873894599,0.004095212683368422,0.9999230516592504,0.001958847991388113,0.015443116115168326,0.022122084134603755,0.044108879987883154,1.0,8,0,0,84.00602531433105,,"(0, 0)",,"(4, 4)"
STLSQ,7.511447285293651,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9550623918903334,0.7682899017736047,0.003117528588588589,0.9999370312845761,0.0018067802250502445,0.014841733377403478,0.02025018421493801,0.03826554688402184,1.0,8.0,0.0,0.0,1.8070673942565918,0.0517947467923121,0.01,,
E-STLSQ,7.511447285293651,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9550466865903224,0.7682299781612074,0.00311818670149668,0.9997145718370026,0.004739560952839825,0.04000952572974148,0.04701261561599412,0.07691211437167508,0.8888888888888888,8.0,1.0,0.0,11.233310461044312,0.044984326689694466,0.01,,
SR3,7.511447285293651,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9542968328039068,0.7663683225525366,0.0031436290446268523,0.9975197535208766,0.013822345074930622,0.09949654620162697,0.11628670475843136,0.21111792957950137,0.75,6.0,0.0,2.0,12.179246664047241,0.27464741148160504,,0.03333333333333333,
SSR,7.511447285293651,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9550623918903334,0.7682899017736047,0.0031175285885885885,0.9999370312845761,0.0018067802250497898,0.014841733377400057,0.020250184214932104,0.03826554688400319,1.0,8,0,0,0.13063502311706543,,"(0.0, 0.0)",,
MIOSR,7.511447285293651,0.002,0.002,44,"(0.40776863902078825, -0.691062494410825)",0.9550623918903334,0.7682899017736047,0.003117528588588589,0.9999370312845761,0.0018067802250502445,0.014841733377403478,0.02025018421493801,0.03826554688402184,1.0,8,0,0,83.15414428710938,,"(0, 0)",,"(4, 4)"
